Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,STD_datetime,ATD_datetime,STA_datetime,ATA_datetime
,2025-07-24,Mumbai (BOM),Goa (GOX),A20N (VT-IIH),0 days 00:42:00,07:25:00,07:25:00,08:35:00,08:08:00,2025-07-24 07:25:00,2025-07-24 07:25:00,2025-07-24 08:35:00,2025-07-24 08:08:00
,2025-07-23,Mumbai (BOM),Goa (GOX),A20N (VT-IQF),0 days 00:45:00,07:25:00,07:30:00,08:35:00,08:15:00,2025-07-23 07:25:00,2025-07-23 07:30:00,2025-07-23 08:35:00,2025-07-23 08:15:00
,2025-07-22,Mumbai (BOM),Goa (GOX),A20N (VT-IIW),0 days 00:50:00,07:25:00,07:27:00,08:35:00,08:17:00,2025-07-22 07:25:00,2025-07-22 07:27:00,2025-07-22 08:35:00,2025-07-22 08:17:00
,2025-07-21,Mumbai (BOM),Goa (GOX),A20N (VT-IPD),0 days 00:50:00,07:25:00,07:41:00,08:35:00,08:31:00,2025-07-21 07:25:00,2025-07-21 07:41:00,2025-07-21 08:35:00,2025-07-21 08:31:00
,2025-07-20,Mumbai (BOM),Goa (GOX),A20N (VT-IIX),0 days 00:46:00,07:25:00,07:22:00,08:35:00,08:08:00,2025-07-20 07:25:00,2025-07-20 07:22:00,2025-07-20 08:35:00,2025-07-20 08:08:00
,2025-07-19,Mumbai (BOM),Goa (GOX),A20N (VT-ITV),0 days 00:46:00,07:25:00,07:35:00,08:35:00,08:21:00,2025-07-19 07:25:00,2025-07-19 07:35:00,2025-07-19 08:35:00,2025-07-19 08:21:00
,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCM),0 days 01:26:00,07:30:00,07:48:00,09:30:00,09:14:00,2025-07-25 07:30:00,2025-07-25 07:48:00,2025-07-25 09:30:00,2025-07-25 09:14:00
,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A21N (VT-ICF),0 days 01:23:00,07:30:00,07:40:00,09:30:00,09:03:00,2025-07-24 07:30:00,2025-07-24 07:40:00,2025-07-24 09:30:00,2025-07-24 09:03:00
,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),0 days 01:24:00,07:30:00,07:35:00,09:30:00,09:00:00,2025-07-23 07:30:00,2025-07-23 07:35:00,2025-07-23 09:30:00,2025-07-23 09:00:00
,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),0 days 01:18:00,07:30:00,07:40:00,09:30:00,08:59:00,2025-07-22 07:30:00,2025-07-22 07:40:00,2025-07-22 09:30:00,2025-07-22 08:59:00
,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),0 days 01:18:00,07:30:00,07:46:00,09:30:00,09:04:00,2025-07-21 07:30:00,2025-07-21 07:46:00,2025-07-21 09:30:00,2025-07-21 09:04:00
,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCK),0 days 01:19:00,07:30:00,07:34:00,09:30:00,08:52:00,2025-07-20 07:30:00,2025-07-20 07:34:00,2025-07-20 09:30:00,2025-07-20 08:52:00
,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCJ),0 days 01:22:00,07:30:00,07:50:00,09:30:00,09:12:00,2025-07-19 07:30:00,2025-07-19 07:50:00,2025-07-19 09:30:00,2025-07-19 09:12:00
,2025-07-25,Mumbai (BOM),Coimbatore (CJB),A20N (VT-ISK),0 days 01:32:00,07:35:00,07:52:00,09:30:00,09:24:00,2025-07-25 07:35:00,2025-07-25 07:52:00,2025-07-25 09:30:00,2025-07-25 09:24:00
,2025-07-24,Mumbai (BOM),Coimbatore (CJB),A20N (VT-ISJ),0 days 01:28:00,07:35:00,07:47:00,09:30:00,09:15:00,2025-07-24 07:35:00,2025-07-24 07:47:00,2025-07-24 09:30:00,2025-07-24 09:15:00
,2025-07-23,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IIH),0 days 01:27:00,07:35:00,07:37:00,09:30:00,09:04:00,2025-07-23 07:35:00,2025-07-23 07:37:00,2025-07-23 09:30:00,2025-07-23 09:04:00
,2025-07-22,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IQG),0 days 01:27:00,07:35:00,07:33:00,09:30:00,09:01:00,2025-07-22 07:35:00,2025-07-22 07:33:00,2025-07-22 09:30:00,2025-07-22 09:01:00
,2025-07-21,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IVE),0 days 01:28:00,07:35:00,07:48:00,09:30:00,09:16:00,2025-07-21 07:35:00,2025-07-21 07:48:00,2025-07-21 09:30:00,2025-07-21 09:16:00
,2025-07-20,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IQK),0 days 01:30:00,07:35:00,08:04:00,09:30:00,09:34:00,2025-07-20 07:35:00,2025-07-20 08:04:00,2025-07-20 09:30:00,2025-07-20 09:34:00
,2025-07-19,Mumbai (BOM),Coimbatore (CJB),A20N (VT-IIW),0 days 01:29:00,07:35:00,07:51:00,09:30:00,09:19:00,2025-07-19 07:35:00,2025-07-19 07:51:00,2025-07-19 09:30:00,2025-07-19 09:19:00
,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNW),0 days 01:28:00,07:40:00,08:14:00,09:45:00,09:41:00,2025-07-25 07:40:00,2025-07-25 08:14:00,2025-07-25 09:45:00,2025-07-25 09:41:00
,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQT),0 days 01:23:00,07:40:00,07:43:00,09:45:00,09:06:00,2025-07-24 07:40:00,2025-07-24 07:43:00,2025-07-24 09:45:00,2025-07-24 09:06:00
,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNH),0 days 01:24:00,07:40:00,07:51:00,09:45:00,09:15:00,2025-07-23 07:40:00,2025-07-23 07:51:00,2025-07-23 09:45:00,2025-07-23 09:15:00
,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-ATV),0 days 01:31:00,07:40:00,07:58:00,09:45:00,09:28:00,2025-07-22 07:40:00,2025-07-22 07:58:00,2025-07-22 09:45:00,2025-07-22 09:28:00
,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQX),0 days 01:20:00,07:40:00,08:08:00,09:45:00,09:28:00,2025-07-21 07:40:00,2025-07-21 08:08:00,2025-07-21 09:45:00,2025-07-21 09:28:00
,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQC),0 days 01:18:00,07:40:00,07:58:00,09:45:00,09:15:00,2025-07-20 07:40:00,2025-07-20 07:58:00,2025-07-20 09:45:00,2025-07-20 09:15:00
,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNP),0 days 01:29:00,07:40:00,07:57:00,09:45:00,09:26:00,2025-07-19 07:40:00,2025-07-19 07:57:00,2025-07-19 09:45:00,2025-07-19 09:26:00
,2025-07-25,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILV),0 days 01:52:00,07:40:00,08:00:00,09:55:00,09:52:00,2025-07-25 07:40:00,2025-07-25 08:00:00,2025-07-25 09:55:00,2025-07-25 09:52:00
,2025-07-24,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILZ),0 days 01:45:00,07:40:00,07:51:00,09:55:00,09:36:00,2025-07-24 07:40:00,2025-07-24 07:51:00,2025-07-24 09:55:00,2025-07-24 09:36:00
,2025-07-23,Mumbai (BOM),Varanasi (VNS),A21N (VT-ILZ),0 days 01:52:00,07:40:00,07:44:00,09:55:00,09:35:00,2025-07-23 07:40:00,2025-07-23 07:44:00,2025-07-23 09:55:00,2025-07-23 09:35:00
,2025-07-22,Mumbai (BOM),Varanasi (VNS),A21N (VT-IRV),0 days 01:51:00,07:40:00,08:09:00,09:55:00,10:00:00,2025-07-22 07:40:00,2025-07-22 08:09:00,2025-07-22 09:55:00,2025-07-22 10:00:00
,2025-07-21,Mumbai (BOM),Varanasi (VNS),A21N (VT-IMM),0 days 01:50:00,07:40:00,07:54:00,09:55:00,09:44:00,2025-07-21 07:40:00,2025-07-21 07:54:00,2025-07-21 09:55:00,2025-07-21 09:44:00
,2025-07-20,Mumbai (BOM),Varanasi (VNS),A21N (VT-ICT),0 days 01:48:00,07:40:00,07:47:00,09:55:00,09:35:00,2025-07-20 07:40:00,2025-07-20 07:47:00,2025-07-20 09:55:00,2025-07-20 09:35:00
,2025-07-19,Mumbai (BOM),Varanasi (VNS),A21N (VT-ICQ),0 days 01:49:00,07:40:00,07:52:00,09:55:00,09:41:00,2025-07-19 07:40:00,2025-07-19 07:52:00,2025-07-19 09:55:00,2025-07-19 09:41:00
,2025-07-25,Mumbai (BOM),Lucknow (LKO),B38M (VT-YBF),0 days 01:48:00,07:45:00,08:11:00,10:00:00,09:59:00,2025-07-25 07:45:00,2025-07-25 08:11:00,2025-07-25 10:00:00,2025-07-25 09:59:00
,2025-07-24,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAI),0 days 01:47:00,07:45:00,08:07:00,10:00:00,09:54:00,2025-07-24 07:45:00,2025-07-24 08:07:00,2025-07-24 10:00:00,2025-07-24 09:54:00
,2025-07-22,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAQ),0 days 01:49:00,07:45:00,08:02:00,10:00:00,09:51:00,2025-07-22 07:45:00,2025-07-22 08:02:00,2025-07-22 10:00:00,2025-07-22 09:51:00
,2025-07-21,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAM),0 days 01:43:00,07:45:00,09:03:00,10:00:00,10:45:00,2025-07-21 07:45:00,2025-07-21 09:03:00,2025-07-21 10:00:00,2025-07-21 10:45:00
,2025-07-20,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAS),0 days 01:49:00,07:50:00,08:17:00,10:00:00,10:06:00,2025-07-20 07:50:00,2025-07-20 08:17:00,2025-07-20 10:00:00,2025-07-20 10:06:00
,2025-07-19,Mumbai (BOM),Lucknow (LKO),B38M (VT-YAG),0 days 01:45:00,07:50:00,08:16:00,10:00:00,10:02:00,2025-07-19 07:50:00,2025-07-19 08:16:00,2025-07-19 10:00:00,2025-07-19 10:02:00
,2025-07-25,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTS),0 days 04:08:00,07:45:00,08:21:00,13:35:00,13:58:00,2025-07-25 07:45:00,2025-07-25 08:21:00,2025-07-25 13:35:00,2025-07-25 13:58:00
,2025-07-24,Mumbai (BOM),Bangkok (BKK),A20N (VT-EXN),0 days 04:11:00,07:45:00,07:56:00,13:35:00,13:36:00,2025-07-24 07:45:00,2025-07-24 07:56:00,2025-07-24 13:35:00,2025-07-24 13:36:00
,2025-07-23,Mumbai (BOM),Bangkok (BKK),A20N (VT-EXU),0 days 04:30:00,07:45:00,08:07:00,13:35:00,14:07:00,2025-07-23 07:45:00,2025-07-23 08:07:00,2025-07-23 13:35:00,2025-07-23 14:07:00
,2025-07-22,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTS),0 days 04:11:00,07:45:00,08:16:00,13:35:00,13:58:00,2025-07-22 07:45:00,2025-07-22 08:16:00,2025-07-22 13:35:00,2025-07-22 13:58:00
,2025-07-21,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTU),0 days 04:16:00,07:45:00,08:01:00,13:35:00,13:46:00,2025-07-21 07:45:00,2025-07-21 08:01:00,2025-07-21 13:35:00,2025-07-21 13:46:00
,2025-07-20,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTT),0 days 04:05:00,07:45:00,08:12:00,13:35:00,13:47:00,2025-07-20 07:45:00,2025-07-20 08:12:00,2025-07-20 13:35:00,2025-07-20 13:47:00
,2025-07-19,Mumbai (BOM),Bangkok (BKK),A20N (VT-RTN),0 days 04:09:00,07:45:00,08:06:00,13:35:00,13:45:00,2025-07-19 07:45:00,2025-07-19 08:06:00,2025-07-19 13:35:00,2025-07-19 13:45:00
,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),0 days 01:47:00,07:45:00,08:03:00,09:55:00,09:49:00,2025-07-25 07:45:00,2025-07-25 08:03:00,2025-07-25 09:55:00,2025-07-25 09:49:00
,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TNB),0 days 01:46:00,07:45:00,08:12:00,09:55:00,09:58:00,2025-07-24 07:45:00,2025-07-24 08:12:00,2025-07-24 09:55:00,2025-07-24 09:58:00
,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNX),0 days 01:54:00,07:45:00,08:12:00,09:55:00,10:07:00,2025-07-23 07:45:00,2025-07-23 08:12:00,2025-07-23 09:55:00,2025-07-23 10:07:00
,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TQN),0 days 01:41:00,07:45:00,08:45:00,09:55:00,10:25:00,2025-07-21 07:45:00,2025-07-21 08:45:00,2025-07-21 09:55:00,2025-07-21 10:25:00
,2025-07-20,Mumbai (BOM),Delhi (DEL),A20N (VT-TNI),0 days 01:45:00,07:45:00,07:55:00,09:55:00,09:40:00,2025-07-20 07:45:00,2025-07-20 07:55:00,2025-07-20 09:55:00,2025-07-20 09:40:00
,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-EXR),0 days 01:46:00,07:45:00,07:56:00,09:55:00,09:42:00,2025-07-19 07:45:00,2025-07-19 07:56:00,2025-07-19 09:55:00,2025-07-19 09:42:00
,2025-07-25,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBF),0 days 02:34:00,07:45:00,08:05:00,10:45:00,10:39:00,2025-07-25 07:45:00,2025-07-25 08:05:00,2025-07-25 10:45:00,2025-07-25 10:39:00
,2025-07-24,Mumbai (BOM),Kolkata (CCU),A21N (VT-IMC),0 days 02:21:00,07:45:00,08:15:00,10:45:00,10:36:00,2025-07-24 07:45:00,2025-07-24 08:15:00,2025-07-24 10:45:00,2025-07-24 10:36:00
,2025-07-23,Mumbai (BOM),Kolkata (CCU),A21N (VT-ICO),0 days 02:23:00,07:45:00,08:09:00,10:45:00,10:33:00,2025-07-23 07:45:00,2025-07-23 08:09:00,2025-07-23 10:45:00,2025-07-23 10:33:00
,2025-07-22,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBD),0 days 02:28:00,07:45:00,08:12:00,10:45:00,10:40:00,2025-07-22 07:45:00,2025-07-22 08:12:00,2025-07-22 10:45:00,2025-07-22 10:40:00
,2025-07-21,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBM),0 days 02:25:00,07:45:00,08:52:00,10:45:00,11:17:00,2025-07-21 07:45:00,2025-07-21 08:52:00,2025-07-21 10:45:00,2025-07-21 11:17:00
,2025-07-20,Mumbai (BOM),Kolkata (CCU),A21N (VT-IBQ),0 days 02:28:00,07:45:00,08:23:00,10:45:00,10:51:00,2025-07-20 07:45:00,2025-07-20 08:23:00,2025-07-20 10:45:00,2025-07-20 10:51:00
,2025-07-19,Mumbai (BOM),Kolkata (CCU),A21N (VT-IMH),0 days 02:26:00,07:45:00,08:09:00,10:45:00,10:35:00,2025-07-19 07:45:00,2025-07-19 08:09:00,2025-07-19 10:45:00,2025-07-19 10:35:00
,2025-07-25,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIH),0 days 02:39:00,07:50:00,08:17:00,10:55:00,10:56:00,2025-07-25 07:50:00,2025-07-25 08:17:00,2025-07-25 10:55:00,2025-07-25 10:56:00
,2025-07-24,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQO),0 days 02:32:00,07:50:00,08:03:00,10:55:00,10:36:00,2025-07-24 07:50:00,2025-07-24 08:03:00,2025-07-24 10:55:00,2025-07-24 10:36:00
,2025-07-23,Mumbai (BOM),Siliguri (IXB),A20N (VT-IXI),0 days 02:38:00,07:50:00,08:19:00,10:55:00,10:58:00,2025-07-23 07:50:00,2025-07-23 08:19:00,2025-07-23 10:55:00,2025-07-23 10:58:00
,2025-07-22,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQF),0 days 02:29:00,07:50:00,08:03:00,10:55:00,10:31:00,2025-07-22 07:50:00,2025-07-22 08:03:00,2025-07-22 10:55:00,2025-07-22 10:31:00
,2025-07-21,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIH),0 days 02:37:00,07:50:00,08:37:00,10:55:00,11:14:00,2025-07-21 07:50:00,2025-07-21 08:37:00,2025-07-21 10:55:00,2025-07-21 11:14:00
,2025-07-20,Mumbai (BOM),Siliguri (IXB),A20N (VT-IIS),0 days 02:35:00,07:50:00,08:07:00,10:55:00,10:42:00,2025-07-20 07:50:00,2025-07-20 08:07:00,2025-07-20 10:55:00,2025-07-20 10:42:00
,2025-07-19,Mumbai (BOM),Siliguri (IXB),A20N (VT-IQK),0 days 02:29:00,07:50:00,08:03:00,10:55:00,10:33:00,2025-07-19 07:50:00,2025-07-19 08:03:00,2025-07-19 10:55:00,2025-07-19 10:33:00
,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),0 days 01:46:00,08:05:00,08:34:00,10:15:00,10:20:00,2025-07-25 08:05:00,2025-07-25 08:34:00,2025-07-25 10:15:00,2025-07-25 10:20:00
,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-NCG),0 days 01:38:00,08:05:00,08:24:00,10:15:00,10:01:00,2025-07-24 08:05:00,2025-07-24 08:24:00,2025-07-24 10:15:00,2025-07-24 10:01:00
,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-NCL),0 days 01:49:00,08:05:00,08:25:00,10:15:00,10:14:00,2025-07-23 08:05:00,2025-07-23 08:25:00,2025-07-23 10:15:00,2025-07-23 10:14:00
,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCJ),0 days 01:50:00,08:05:00,08:23:00,10:15:00,10:13:00,2025-07-22 08:05:00,2025-07-22 08:23:00,2025-07-22 10:15:00,2025-07-22 10:13:00
,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-NCJ),0 days 01:43:00,08:05:00,08:59:00,10:15:00,10:42:00,2025-07-21 08:05:00,2025-07-21 08:59:00,2025-07-21 10:15:00,2025-07-21 10:42:00
,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-NCC),0 days 01:40:00,08:05:00,08:26:00,10:15:00,10:06:00,2025-07-20 08:05:00,2025-07-20 08:26:00,2025-07-20 10:15:00,2025-07-20 10:06:00
,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-NCN),0 days 01:42:00,08:05:00,08:19:00,10:15:00,10:01:00,2025-07-19 08:05:00,2025-07-19 08:19:00,2025-07-19 10:15:00,2025-07-19 10:01:00
,2025-07-25,Mumbai (BOM),Dubai (DXB),A20N (VT-IPD),0 days 02:34:00,08:10:00,08:30:00,09:40:00,09:34:00,2025-07-25 08:10:00,2025-07-25 08:30:00,2025-07-25 09:40:00,2025-07-25 09:34:00
,2025-07-24,Mumbai (BOM),Dubai (DXB),A20N (VT-IPI),0 days 02:24:00,08:10:00,08:26:00,09:40:00,09:21:00,2025-07-24 08:10:00,2025-07-24 08:26:00,2025-07-24 09:40:00,2025-07-24 09:21:00
,2025-07-23,Mumbai (BOM),Dubai (DXB),A20N (VT-IIO),0 days 02:20:00,08:10:00,08:32:00,09:40:00,09:21:00,2025-07-23 08:10:00,2025-07-23 08:32:00,2025-07-23 09:40:00,2025-07-23 09:21:00
,2025-07-22,Mumbai (BOM),Dubai (DXB),A20N (VT-IZE),0 days 02:28:00,08:10:00,08:28:00,09:40:00,09:26:00,2025-07-22 08:10:00,2025-07-22 08:28:00,2025-07-22 09:40:00,2025-07-22 09:26:00
,2025-07-21,Mumbai (BOM),Dubai (DXB),A20N (VT-IZE),0 days 02:26:00,08:10:00,09:16:00,09:40:00,10:12:00,2025-07-21 08:10:00,2025-07-21 09:16:00,2025-07-21 09:40:00,2025-07-21 10:12:00
,2025-07-20,Mumbai (BOM),Dubai (DXB),A20N (VT-IQO),0 days 02:25:00,08:10:00,08:40:00,09:40:00,09:35:00,2025-07-20 08:10:00,2025-07-20 08:40:00,2025-07-20 09:40:00,2025-07-20 09:35:00
,2025-07-19,Mumbai (BOM),Dubai (DXB),A20N (VT-IIX),0 days 02:30:00,08:10:00,08:36:00,09:40:00,09:35:00,2025-07-19 08:10:00,2025-07-19 08:36:00,2025-07-19 09:40:00,2025-07-19 09:35:00
,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-IWR),0 days 01:44:00,08:15:00,08:47:00,10:10:00,10:31:00,2025-07-25 08:15:00,2025-07-25 08:47:00,2025-07-25 10:10:00,2025-07-25 10:31:00
,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-ICO),0 days 01:39:00,08:15:00,08:29:00,10:10:00,10:08:00,2025-07-24 08:15:00,2025-07-24 08:29:00,2025-07-24 10:10:00,2025-07-24 10:08:00
,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-ILH),0 days 01:35:00,08:15:00,08:35:00,10:10:00,10:09:00,2025-07-23 08:15:00,2025-07-23 08:35:00,2025-07-23 10:10:00,2025-07-23 10:09:00
,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-IBW),0 days 01:34:00,08:15:00,08:32:00,10:10:00,10:06:00,2025-07-22 08:15:00,2025-07-22 08:32:00,2025-07-22 10:10:00,2025-07-22 10:06:00
,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IBF),0 days 01:31:00,08:15:00,09:08:00,10:10:00,10:39:00,2025-07-21 08:15:00,2025-07-21 09:08:00,2025-07-21 10:10:00,2025-07-21 10:39:00
,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-IRZ),0 days 01:31:00,08:15:00,08:32:00,10:10:00,10:04:00,2025-07-20 08:15:00,2025-07-20 08:32:00,2025-07-20 10:10:00,2025-07-20 10:04:00
,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-IBY),0 days 01:34:00,08:15:00,08:41:00,10:10:00,10:15:00,2025-07-19 08:15:00,2025-07-19 08:41:00,2025-07-19 10:10:00,2025-07-19 10:15:00
,2025-07-25,Mumbai (BOM),Goa (GOX),A21N (VT-ILO),0 days 00:41:00,08:15:00,08:39:00,09:30:00,09:20:00,2025-07-25 08:15:00,2025-07-25 08:39:00,2025-07-25 09:30:00,2025-07-25 09:20:00
,2025-07-24,Mumbai (BOM),Goa (GOX),A21N (VT-ICK),0 days 00:41:00,08:15:00,08:33:00,09:30:00,09:13:00,2025-07-24 08:15:00,2025-07-24 08:33:00,2025-07-24 09:30:00,2025-07-24 09:13:00
,2025-07-23,Mumbai (BOM),Goa (GOX),A21N (VT-ICK),0 days 00:47:00,08:15:00,08:37:00,09:30:00,09:24:00,2025-07-23 08:15:00,2025-07-23 08:37:00,2025-07-23 09:30:00,2025-07-23 09:24:00
,2025-07-22,Mumbai (BOM),Goa (GOX),A21N (VT-ICK),0 days 00:46:00,08:15:00,08:29:00,09:30:00,09:15:00,2025-07-22 08:15:00,2025-07-22 08:29:00,2025-07-22 09:30:00,2025-07-22 09:15:00
,2025-07-21,Mumbai (BOM),Goa (GOX),A21N (VT-ICK),0 days 00:49:00,08:15:00,09:11:00,09:30:00,10:00:00,2025-07-21 08:15:00,2025-07-21 09:11:00,2025-07-21 09:30:00,2025-07-21 10:00:00
,2025-07-20,Mumbai (BOM),Goa (GOX),A21N (VT-ICL),0 days 00:43:00,08:15:00,08:35:00,09:30:00,09:18:00,2025-07-20 08:15:00,2025-07-20 08:35:00,2025-07-20 09:30:00,2025-07-20 09:18:00
,2025-07-19,Mumbai (BOM),Goa (GOX),A21N (VT-IBX),0 days 00:41:00,08:15:00,08:29:00,09:30:00,09:10:00,2025-07-19 08:15:00,2025-07-19 08:29:00,2025-07-19 09:30:00,2025-07-19 09:10:00
,2025-07-25,Mumbai (BOM),Tirupati (TIR),A21N (VT-ICK),0 days 01:35:00,08:30:00,09:08:00,10:20:00,10:43:00,2025-07-25 08:30:00,2025-07-25 09:08:00,2025-07-25 10:20:00,2025-07-25 10:43:00
,2025-07-24,Mumbai (BOM),Tirupati (TIR),A21N (VT-IML),0 days 01:29:00,08:30:00,08:41:00,10:20:00,10:10:00,2025-07-24 08:30:00,2025-07-24 08:41:00,2025-07-24 10:20:00,2025-07-24 10:10:00
,2025-07-23,Mumbai (BOM),Tirupati (TIR),A21N (VT-IMZ),0 days 01:33:00,08:30:00,08:44:00,10:20:00,10:17:00,2025-07-23 08:30:00,2025-07-23 08:44:00,2025-07-23 10:20:00,2025-07-23 10:17:00
,2025-07-22,Mumbai (BOM),Tirupati (TIR),A21N (VT-ICZ),0 days 01:29:00,08:30:00,08:38:00,10:20:00,10:06:00,2025-07-22 08:30:00,2025-07-22 08:38:00,2025-07-22 10:20:00,2025-07-22 10:06:00
,2025-07-21,Mumbai (BOM),Tirupati (TIR),A21N (VT-ICG),0 days 01:39:00,08:30:00,09:25:00,10:20:00,11:04:00,2025-07-21 08:30:00,2025-07-21 09:25:00,2025-07-21 10:20:00,2025-07-21 11:04:00
,2025-07-20,Mumbai (BOM),Tirupati (TIR),A21N (VT-IBO),0 days 01:27:00,08:30:00,08:38:00,10:20:00,10:04:00,2025-07-20 08:30:00,2025-07-20 08:38:00,2025-07-20 10:20:00,2025-07-20 10:04:00
,2025-07-19,Mumbai (BOM),Tirupati (TIR),A21N (VT-ILI),0 days 01:26:00,08:30:00,08:38:00,10:20:00,10:05:00,2025-07-19 08:30:00,2025-07-19 08:38:00,2025-07-19 10:20:00,2025-07-19 10:05:00
,2025-07-24,Mumbai (BOM),Jaipur (JAI),A20N (VT-IZC),0 days 01:25:00,08:35:00,08:47:00,10:25:00,10:12:00,2025-07-24 08:35:00,2025-07-24 08:47:00,2025-07-24 10:25:00,2025-07-24 10:12:00
,2025-07-23,Mumbai (BOM),Jaipur (JAI),A20N (VT-ISP),0 days 01:23:00,08:35:00,08:52:00,10:25:00,10:15:00,2025-07-23 08:35:00,2025-07-23 08:52:00,2025-07-23 10:25:00,2025-07-23 10:15:00
,2025-07-22,Mumbai (BOM),Jaipur (JAI),A20N (VT-IQH),0 days 01:23:00,08:35:00,08:42:00,10:25:00,10:05:00,2025-07-22 08:35:00,2025-07-22 08:42:00,2025-07-22 10:25:00,2025-07-22 10:05:00
,2025-07-21,Mumbai (BOM),Jaipur (JAI),A20N (VT-IQA),0 days 01:25:00,08:35:00,11:01:00,10:25:00,12:26:00,2025-07-21 08:35:00,2025-07-21 11:01:00,2025-07-21 10:25:00,2025-07-21 12:26:00
,2025-07-20,Mumbai (BOM),Jaipur (JAI),A20N (VT-IXO),0 days 01:23:00,08:35:00,08:45:00,10:25:00,10:08:00,2025-07-20 08:35:00,2025-07-20 08:45:00,2025-07-20 10:25:00,2025-07-20 10:08:00
,2025-07-19,Mumbai (BOM),Jaipur (JAI),A20N (VT-IXI),0 days 01:22:00,08:35:00,08:44:00,10:25:00,10:05:00,2025-07-19 08:35:00,2025-07-19 08:44:00,2025-07-19 10:25:00,2025-07-19 10:05:00
,2025-07-25,Mumbai (BOM),Ahmedabad (AMD),B38M (VT-YAG),0 days 00:59:00,08:40:00,09:15:00,10:00:00,10:14:00,2025-07-25 08:40:00,2025-07-25 09:15:00,2025-07-25 10:00:00,2025-07-25 10:14:00
,2025-07-24,Mumbai (BOM),Ahmedabad (AMD),B38M (VT-YAR),0 days 00:58:00,08:40:00,09:02:00,10:00:00,10:00:00,2025-07-24 08:40:00,2025-07-24 09:02:00,2025-07-24 10:00:00,2025-07-24 10:00:00
,2025-07-23,Mumbai (BOM),Ahmedabad (AMD),B38M (VT-YBC),0 days 00:57:00,08:40:00,09:07:00,10:00:00,10:05:00,2025-07-23 08:40:00,2025-07-23 09:07:00,2025-07-23 10:00:00,2025-07-23 10:05:00
